,公司中文名称,评级日期,评级类型,信用评级,评级展望,评级机构代码,债券主体公司id,信用评级说明,前次信用评级,评级变动方向,评级对象类型代码,公告日期
148,重庆市双桥经济技术开发区开发投资集团有限公司,2017-06-26,1,AA,"518,003,000",19,xzWjHUP0fR,偿还债务的能力很强，受不利经济环境影响大，违约风险很低,AA,维持,"536,001,001",2017-06-28
149,江苏金融租赁股份有限公司,2017-06-30,1,AAA,"518,003,000",5,45U9A7FA94,AAA级债为最高级债，其还本付息能力最强。,AA+,调高,"536,001,001",2017-07-03
150,山西永济农村商业银行股份有限公司,2017-08-25,1,A+,"518,003,000",5,aRpz2TFru1,0,A,调高,"536,001,001",2017-08-29
151,河南神火煤电股份有限公司,2017-07-11,1,AA-,"518,003,000",4,1000933,0,AA-,维持,"536,001,001",2017-07-12
152,苏宁电器集团有限公司,2017-06-26,1,AA+,"518,003,000",19,G43B601F,0,AA+,维持,"536,001,001",2017-06-27
153,厦门轨道交通集团有限公司,2017-07-24,1,AAA,"518,003,000",4,h7dmHN4CGO,短期债务的支付能力和长期债务的偿还能力具有最大保障；经营处于良性循环状态，不确定因素对经营与发展的影响最小；偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。,AAA,维持,"536,001,001",2017-07-31
154,重庆宏安投资(集团)有限公司,2017-06-26,1,AA-,"518,003,000",2,663577767,0,AA-,维持,"536,001,001",2017-06-27
155,厦门国贸控股集团有限公司,2017-06-22,1,AAA,"518,003,000",13,0SA77EE479,受评主体偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低；债券信用质量极高，信用风险极低。,AAA,维持,"536,001,001",2017-06-23
156,滁州市同创建设投资有限责任公司,2017-06-16,1,AA,"518,003,000",14,6y7kcOcRj0,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-07-04
157,福建石狮农村商业银行股份有限公司,2017-06-28,1,AA-,"518,003,000",5,04A5750559,0,AA-,维持,"536,001,001",2017-06-29
158,中信期货有限公司,2017-01-01,4,AA,0,15,04N7EDDC90,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内最高，能够较好控制业务风险,BBB,调高,"536,002,000",2017-08-10
159,兴化市经济发展有限公司,2017-08-28,1,AA,"518,003,000",14,PFUhPx1TNc,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-08-30
160,建安投资控股集团有限公司,2017-07-27,1,AA,"518,003,000",6,2NP6241C9E,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-07-28
161,黑龙江北大荒农垦集团总公司,2016-06-29,1,AAA,"518,003,000",7,502041710,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低,0,首次,"536,001,001",2017-06-23
162,黑龙江北大荒农垦集团总公司,2017-06-21,1,AAA,"518,003,000",7,502041710,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低,AAA,维持,"536,001,001",2017-06-23
163,上海国有资产经营有限公司,2017-06-26,1,AAA,"518,003,000",4,cFdT8z50L4,短期债务的支付能力和长期债务的偿还能力具有最大保障；经营处于良性循环状态，不确定因素对经营与发展的影响最小；偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。,AAA,维持,"536,001,001",2017-06-27
164,邵阳都梁投资发展有限公司,2017-06-22,1,AA,"518,003,000",14,sGWvgX0HZd,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-06-29
165,广东南海控股投资有限公司,2017-08-29,1,AA+,"518,003,000",4,161683,0,AA+,维持,"536,001,001",2017-09-14
166,中国轻工集团公司,2017-06-30,1,AA+,"518,003,000",5,0SK013F6AF,0,AA+,维持,"536,001,001",2017-06-30
167,石狮市国有投资发展有限公司,2017-06-26,1,AA-,"518,003,000",2,1rxOuBklUv,0,AA-,维持,"536,001,001",2017-06-27
168,贵阳市城市建设投资(集团)有限公司,2017-06-22,1,AA,"518,003,000",6,rmQDW51t4u,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-06-30
169,云南农垦集团有限责任公司,2017-07-26,1,AA,"518,003,000",2,koxJURN3a1,受评对象偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低。,AA,维持,"536,001,001",2017-07-27
170,北京高华证券有限责任公司,2017-08-14,5,A,0,15,04L6DC7F11,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内最高，能够较好控制业务风险,A,维持,"536,002,000",2017-08-14
171,安吉交通运输发展有限公司,2017-08-31,1,AA,"518,003,000",14,7hvoxIzCMD,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-09-11
172,盐城市城市建设投资集团有限公司,2016-09-22,1,AA+,"518,003,000",6,796121026,0,AA+,维持,"536,001,001",2017-07-26
173,连云港市交通集团有限公司,2017-08-31,1,AA,"518,003,000",5,eoNxfuY7Od,AA级债属高级债，其还本付息能力很强，基本无风险。,AA,维持,"536,001,001",2017-08-31
174,云南云内动力集团有限公司,2017-07-26,1,AA,"518,003,000",5,ywqCy3hi7S,AA级债属高级债，其还本付息能力很强，基本无风险。,AA,维持,"536,001,001",2017-07-27
175,广州珠江实业集团有限公司,2017-06-28,1,AAA,"518,003,000",4,2011567,短期债务的支付能力和长期债务的偿还能力具有最大保障；经营处于良性循环状态，不确定因素对经营与发展的影响最小；偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。,AA+,调高,"536,001,001",2017-06-30
176,湖南粮食集团有限责任公司,2017-05-18,1,AA,"518,003,000",19,FYAMDbNoov,偿还债务的能力很强，受不利经济环境影响大，违约风险很低,AA,维持,"536,001,001",2017-06-21
177,中国电力建设股份有限公司,2017-07-03,1,AAA,"518,003,000",2,iscuKH0Rah,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  ,AAA,维持,"536,001,001",2017-07-05
178,上海光大证券资产管理有限公司,2017-08-14,5,A,0,15,TqupK4DmPt,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内最高，能够较好控制业务风险,AA,调低,"536,002,000",2017-08-14
179,江苏筑富实业投资有限公司,2017-07-26,1,AA,"518,003,000",4,73941245X,短期债务的支付能力和长期债务的偿还能力很强；经营处于良性循环状态，不确定因素对经营与发展的影响很小；偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-07-26
180,伟驰控股集团有限公司,2017-06-26,1,AA,"518,003,000",4,0dsBqOCcAP,短期债务的支付能力和长期债务的偿还能力很强；经营处于良性循环状态，不确定因素对经营与发展的影响很小；偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-06-29
181,毕节市开源建设投资(集团)有限公司,2017-06-26,1,AA,"518,003,000",5,a2mQU9jNdl,AA级债属高级债，其还本付息能力很强，基本无风险。,AA,维持,"536,001,001",2017-06-27
182,东亚银行有限公司,2015-09-21,1,A2,"518,002,000",16,08R9CB8061,A级债务为中上等级，有低信用风险;修正数字2表示排位在中间,0,首次,"536,002,002",2015-09-22
183,隆基泰和置业有限公司,2016-07-19,1,AA,"518,003,000",7,B4KtPwBnNF,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低,AA,维持,"536,001,001",2017-06-27
184,镇江国有投资控股集团有限公司,2017-01-26,1,AA,"518,003,000",6,2N74E501DE,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-07-18
185,启东市城市建设投资开发总公司,2017-07-12,1,AA,"518,003,000",2,FLE46bYcYc,受评对象偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低。,0,首次,"536,001,001",2017-08-08
186,兰州银行股份有限公司,2017-07-27,1,AA+,"518,003,000",2,16I387782D,0,AA+,维持,"536,001,001",2017-07-28
187,上海大屯能源股份有限公司,2017-06-20,1,AA+,"518,003,000",5,1600508,0,AA+,维持,"536,001,001",2017-06-21
188,成都经济技术开发区建设发展有限公司,2017-07-18,1,AA+,"518,003,000",4,mb9aNeMhQC,0,AA+,维持,"536,001,001",2017-07-19
189,福建海峡银行股份有限公司,2017-07-17,1,AA+,"518,003,000",4,502038385,0,AA,调高,"536,001,001",2017-07-18
190,中辉期货有限公司,2016-01-01,4,BBB,0,15,04N5FFA4C1,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内较高，能够控制业务风险,BBB,维持,"536,002,000",2016-08-05
191,镇江国有投资控股集团有限公司,2017-08-25,1,AA,"518,003,000",6,2N74E501DE,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-08-28
192,长春欧亚集团股份有限公司,2017-06-16,1,AA,"518,003,000",14,1600697,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-06-21
193,浏阳现代制造产业建设投资开发有限公司,2017-08-10,1,AA,"518,003,000",7,753379203,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低,AA,维持,"536,002,002",2017-08-21
194,昆山交通发展控股有限公司,2017-06-27,1,AA+,"518,003,000",2,OLwD7mN5HQ,0,AA+,维持,"536,001,001",2017-06-28
195,毕节市建设投资有限公司,2017-06-23,1,AA,"518,003,000",19,798815515,偿还债务的能力很强，受不利经济环境影响大，违约风险很低,0,首次,"536,001,001",2017-06-28
196,新沂市城市投资发展有限公司,2017-06-27,1,AA,"518,003,000",5,681144818,AA级债属高级债，其还本付息能力很强，基本无风险。,AA,维持,"536,001,001",2017-06-28
197,深圳市彩生活服务集团有限公司,2017-07-14,1,AA-,"518,003,000",13,42FC29242F,0,AA-,维持,"536,001,001",2017-07-18
198,扬州市城建国有资产控股(集团)有限责任公司,2017-07-24,1,AA+,"518,003,000",5,3IM91F767A,0,AA+,维持,"536,001,001",2017-07-25
199,山东泰阳实业有限公司,2017-06-26,1,AA-,"518,003,000",14,OQzX5Abh3Y,0,AA-,维持,"536,001,001",2017-06-28
200,南京丰盛产业控股集团有限公司,2016-07-29,1,AA,"518,003,000",7,11CAEC,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低,AA,维持,"536,001,001",2017-06-22
201,防城港市港工基础设施建设开发投资有限责任公司,2017-06-14,1,AA,"518,003,000",14,EdzS99E1cr,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-06-20
202,贵阳市工业投资(集团)有限公司,2017-06-23,1,AA,"518,003,000",13,157A84,受评主体偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低；债券信用质量很高，信用风险很低。,AA,维持,"536,001,001",2017-06-29
203,成都新开元城市建设投资有限公司,2017-06-27,1,AA,"518,003,000",19,JzJVavrYqq,偿还债务的能力很强，受不利经济环境影响大，违约风险很低,AA,维持,"536,001,001",2017-06-28
204,浙商中拓集团股份有限公司,2017-07-26,1,AA,"518,003,000",2,1000906,受评对象偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低。,AA,维持,"536,001,001",2017-07-26
205,苏州金螳螂企业(集团)有限公司,2017-07-21,1,AA+,"518,003,000",19,2NH45B7886,0,AA+,维持,"536,001,001",2017-07-24
206,中民新能投资集团有限公司,2017-07-04,1,AA,"518,003,000",7,Scf2yGnWgM,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低,AA,维持,"536,001,001",2017-08-01
207,深圳市高新投集团有限公司,2016-10-27,1,AAA,"518,003,000",7,0SJ6A2EC4C,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低,0,首次,"536,002,001",2017-08-29
208,博尔塔拉蒙古自治州国有资产投资经营有限责任公司,2017-06-26,1,AA,"518,003,000",4,1HN006D8C6,短期债务的支付能力和长期债务的偿还能力很强；经营处于良性循环状态，不确定因素对经营与发展的影响很小；偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-06-28
209,泉州银行股份有限公司,2017-08-10,1,AA,"518,003,000",19,0F24ECA058,偿还债务的能力很强，受不利经济环境影响大，违约风险很低,AA,维持,"536,001,001",2017-08-18
210,大同煤矿集团有限责任公司,2017-07-25,1,AAA,"518,003,000",2,502038359,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  ,AAA,维持,"536,001,001",2017-07-26
211,银川市城市建设投资控股有限公司,2017-06-28,1,AA,"518,003,000",2,4789B5B978,受评对象偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低。,AA,维持,"536,001,001",2017-06-29
212,台州市黄岩区国有资产经营有限公司,2017-06-27,1,AA-,"518,003,000",6,p0tvxCrCka,0,AA-,维持,"536,001,001",2017-06-29
213,老河口市建设投资经营有限公司,2017-08-11,1,AA,"518,003,000",7,B8AxZdmBQj,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低,0,首次,"536,002,002",2017-08-29
214,嘉鱼县城镇建设投资有限公司,2017-06-19,1,AA-,"518,003,000",14,773929882,0,AA-,维持,"536,001,001",2017-06-27
215,无锡市新发集团有限公司,2017-07-31,1,AA+,"518,003,000",2,06O4E1BB3A,0,AA+,维持,"536,001,001",2017-08-25
216,云南省能源投资集团有限公司,2017-07-17,1,AAA,"518,003,000",2,XcmAIZieMf,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  ,AAA,维持,"536,001,001",2017-07-18
217,北京银行股份有限公司,2017-07-10,1,AAA,"518,003,000",5,502039149,AAA级债为最高级债，其还本付息能力最强。,AAA,维持,"536,001,001",2017-07-11
218,滕州市城市建设综合开发公司,2016-08-09,1,AA,"518,003,000",19,D47E86,偿还债务的能力很强，受不利经济环境影响大，违约风险很低,AA,维持,"536,001,001",2017-06-30
219,邳州经济开发区经发建设有限公司,2017-07-18,1,AA,"518,003,000",19,dVyNWjpXtu,偿还债务的能力很强，受不利经济环境影响大，违约风险很低,AA,维持,"536,001,001",2017-09-11
220,邵阳市城市建设投资经营集团有限公司,2017-01-23,1,AA,"518,003,000",5,3IQ86DCF7D,AA级债属高级债，其还本付息能力很强，基本无风险。,AA,维持,"536,001,001",2017-06-21
221,中兴通讯股份有限公司,2017-06-21,1,AAA,"518,003,000",2,1000063,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  ,AAA,维持,"536,001,001",2017-06-21
222,鹤壁市经济建设投资集团有限公司,2016-07-25,1,AA,"518,003,000",2,F6570,受评对象偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低。,0,首次,"536,001,001",2017-07-20
223,"JIANGSU NANTONG SANJIAN CONSTRUCTION GROUP CO.,LTD.",2017-07-28,1,B2,"518,003,000",16,orsCOlafia,B级债务为投机性债务，信用风险高;修正数字1表示该债务在所属同类评 级中排位较高;修正数字2表示排位在中间,0,首次,"536,002,002",2017-07-28
224,四川省投资集团有限责任公司,2017-07-28,1,AAA,"518,003,000",2,2002252,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  ,AAA,维持,"536,001,001",2017-07-28
225,深圳市中洲投资控股股份有限公司,2017-06-27,1,AA,"518,003,000",19,1000042,偿还债务的能力很强，受不利经济环境影响大，违约风险很低,AA,维持,"536,001,001",2017-06-28
226,中国节能环保集团公司,2017-08-28,1,AAA,0,6,502039160,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,0,首次,"536,002,001",2017-09-04
